,Unnamed: 0,risk_tolerance,investment_experience,liquidity_needs,platform,time_spent,instrument_type_first_traded,first_deposit_amount,time_horizon,user_id,chunked
59,59,-1,1,2,1,83.8301333333,2,200.0,0,056f2bce1aca9b0679e7146134f01f92,0
60,60,1,1,2,1,10.737083333300001,2,19.38,0,8f7bcd197e3ebb65a4780a502ea1b1c0,1
61,61,1,2,0,-1,2.76991666667,2,50.0,1,95336f00a24e792903c47057b0ade7fa,0
62,62,0,0,2,-1,33.3147333333,2,1000.0,1,18ea38b0190c952a917f9c2a7a38a603,0
63,63,-1,2,2,-1,5.603916666669999,2,500.0,0,5d26092b40d2a8cd5b8eb9523f5f6bff,0
64,64,0,0,1,1,19.709433333299998,2,100.0,0,5c4103eba2ef8e35baa57bace49d758c,1
65,65,-1,0,1,1,13.6891333333,2,1000.0,0,f4a6535024dc234560e24949d05ce02c,0
66,66,1,1,2,-1,19.799566666700002,2,100.0,1,41d53694c5f8c3fcc589306f6ce28c6d,0
67,67,1,1,2,-1,4.3,2,5.0,2,28e81aeb3bd9524fdbd8cd381293517e,0
68,68,1,1,2,1,0.0,2,100.0,0,1e2e6e16a4ccf9d644c97007cf5ebe28,1
69,69,1,1,2,1,16.145,2,50.0,2,38195e2a4838bff7fed7bd3297194bf3,0
70,70,1,2,2,1,11.796316666700001,2,1500.0,2,03533bd0bbc4abd794ad22835d993082,0
71,71,1,1,2,1,0.0,2,10.0,2,db4fefb04bba4bf2ab71aba2716abe35,0
72,72,1,0,2,-1,41.288783333299996,2,100.0,0,494cc4ec82bb40a48b86f752be56e7b1,0
73,73,-1,1,2,-1,33.7029166667,2,10.0,0,9c0a78efe3331efaf8903769921e60ca,1
74,74,1,2,2,1,40.5918333333,5,1500.0,0,a541737b5ce39d1cac27952aae426b03,0
75,75,1,0,2,-1,16.1373833333,5,500.0,1,c573cbab130f864ad1a3a80e97c95332,0
76,76,0,0,0,1,31.5684333333,2,500.0,0,2b14f5c66d2b16ff7aef2b2991d2e389,0
77,77,0,1,2,-1,16.8940833333,2,10.0,0,2a5c2c3397fd6a3b7cbe6d7e66cefdac,1
78,78,1,1,2,1,0.0,2,2000.0,0,92d7fcd6f40b6d156400003c20f2d927,0
79,79,1,0,2,1,21.737033333299998,2,10.49,0,94ca511432e37f4ee004c7efe5928b9e,1
80,80,0,0,1,1,255.079433333,2,100.0,0,de6263af9d5d18790896379341185287,0
81,81,1,1,2,1,0.0,2,200.0,2,2a817f4309fc5ccc48a12c230323b8e4,0
82,82,1,0,0,1,25.6489666667,2,100.0,2,66453040acfbfaa79fe4fc790326a0db,0
83,83,1,0,2,1,0.0,2,50.0,0,7c4cca3706ded5d6158695d4553463f3,0
84,84,1,1,2,1,6.980683333330001,5,500.0,0,2048c468d4b7a7ed61e372d39efdccc6,0
85,85,0,0,2,1,3.6966,2,100.0,2,6df4829dd6896ae403b669958cac4e20,0
86,86,1,3,2,1,0.0,0,3000.0,1,f7e615c7f844b238469357adf3a0b0c6,0
87,87,0,0,2,1,23.1141333333,2,100.0,0,d73975d8b89c4c3f7117d0fdbd2d6781,1
88,88,1,0,2,1,0.0,2,50.0,1,0115888f5e28e3c07fdc17e0fad9e75c,0
89,89,0,0,2,0,48.7477,2,2000.0,0,4e0972689a7ee96f2146d55ff06d6512,0
90,90,1,2,2,1,11.0508833333,2,250.0,1,4e933a5a8c60271783b91ad0e7405a5c,0
91,91,1,2,2,1,0.0,2,200.0,2,893a402527a3e806f3678fa6d4f934f4,0
92,92,0,0,2,1,1.76068333333,2,100.0,0,b42bd28ef20e4000c3b253577d4e3803,0
93,93,0,1,1,1,77.4551833333,2,2000.0,0,90cbc63da7048d816c1a5a646ff069bc,0
94,94,0,1,2,0,42.68365,2,20.0,0,94e9bd25458544ab9c5d473deca82d05,0
95,95,0,0,1,1,56.3909166667,2,17.76,2,40237ce279ce215e2167ffc30d6e201f,0
96,96,1,2,1,-1,27.59625,2,1000.0,0,db08f991aad373b80ef1e061c3885e35,0
97,97,0,1,1,1,83.963,2,750.0,0,5729993e42f7fa1d26726bdaa53e2912,0
98,98,1,0,1,1,26.50275,2,1000.0,2,c7f8e24cb963079bc85841adbc695059,0
99,99,0,3,2,1,15.3485166667,2,200.0,1,53284d700c6c22572b7d4b1aba9ed5b8,0
100,100,0,0,1,1,40.3325833333,2,20.0,2,1e47959dcc1fa19c625b84de17948125,0
101,101,1,0,2,1,0.0,2,2000.0,2,6e54ff0b267216fbfc31acc356ed064d,0
102,102,0,0,2,-1,72.8499333333,2,5000.0,0,56b4225230a1960db07d9ff34aac802f,0
103,103,1,2,1,1,2.21863333333,5,40.51,0,070c2588ef4fa5ba6e957db939ac0605,0
104,104,1,1,1,1,0.327716666667,2,250.0,0,00c3647c1a8bf51bab40326050e3d04d,0
105,105,1,3,2,-1,2.73391666667,2,50.0,0,aaa3fc70621e7c896bd1130d5a5ddfd7,1
106,106,0,2,0,1,15.8849833333,2,10.0,0,ea51109f55329bedef6a1798a1f1d20d,1
107,107,0,1,1,-1,0.0,2,1000.0,2,b125f0e5717d7006a7112344d286b983,0
108,108,1,1,2,-1,14.9102,2,25.0,0,7e8ba6286510d070edbfa34177267c16,0
109,109,1,0,2,1,6.97855,2,140.0,2,73b14f3cc0fd787b20b9096e5c35cbff,0
110,110,1,1,2,1,12.77215,2,50.0,0,329a262c54ce861bcfcfad61437d2fb7,1
111,111,1,1,2,1,0.0,2,20.0,0,b3b05a41c2a186debcb2c4ce15c1f0bf,1
112,112,0,0,2,-1,197.60686666700002,2,50.0,0,da48adacf68ae187b8fc77e30f9b6be7,1
113,113,1,1,1,1,87.81395,2,50.0,1,515c506f91c5656bc1ad9aac5232b4a8,0
114,114,1,1,2,0,0.0,2,100.0,1,e3634593982be1f71f42f98a854a8624,0
115,115,1,2,2,1,2.74921666667,2,100.0,0,5087ddb5eecd6c0ebcf348c7c388db52,1
116,116,1,0,2,-1,79.2990666667,2,20.0,2,21bb2663eef8cab26ce97e223be82321,1
117,117,0,1,1,1,0.93415,2,40.0,0,24f08e5f1125325df597f048943934b4,1
118,118,1,1,2,0,13.552966666700001,2,1000.0,2,51db5717a060a4fdb09f5c452e0cf2e2,0
119,119,1,2,2,1,135.926666667,2,1000.0,2,4a2c4fc7def500fdaaae07fdf32c4a3c,0
120,120,0,1,2,1,0.0,2,100.0,1,db1ecaf8f02288657cfca5d575b6327a,1
121,121,1,0,2,1,0.0,2,300.0,0,0faaba6116816dc764aeab5afadf0237,1
122,122,0,1,2,-1,10.1015,2,20.0,0,b8d2e8531e7ccdbc12ec0e9120185447,1
123,123,1,1,2,-1,66.36245,2,500.0,0,e208d86a4fffbe9e12977e0646d87c24,0
124,124,1,2,1,1,3.90195,2,3000.0,1,fe44981dad6893b42f3e9a208800c760,0
125,125,1,0,1,1,19.5325166667,7,500.0,0,450eb16c6cd9adbf46fac0a85464bda5,0
126,126,1,2,1,1,11.87705,2,1500.0,1,e4b680ae233e9aac14b3b2ca5a4bf45b,0
127,127,0,1,2,0,41.8787333333,2,3000.0,1,a010921107be046fd40e727db07a2c5d,0
128,128,1,1,2,1,3.26301666667,2,250.0,2,7bf6c6e913bd2781fa686e1bbb479359,0
129,129,0,1,2,1,36.2691166667,2,1.0,0,b9fcf3097935ed35f2a0e8f8184f8778,0
130,130,0,1,2,1,0.0,2,4604.0,0,4f9eed3a4923cf6f1a3b0e40cb01e2c3,0
131,131,1,1,2,1,55.5599,2,1000.0,0,6b0d55baf3399744f580e2b7a788fd20,0
132,132,1,2,2,1,0.0,2,50.0,1,1da17d3e39e1e066fa63eec0ece36bbc,0
133,133,1,1,2,1,0.0,2,500.0,2,5fd68f848dbdfcae6f3db7483d11cf66,0
134,134,0,0,1,1,20.4437333333,2,10.0,0,2c53b78fdf9ccef4e7d9d2eff3f747f0,0
135,135,-1,0,2,1,0.0,2,100.0,0,a41a6c86272efb8e9fdffd445f7c825a,0
136,136,1,2,2,-1,168.644716667,2,50.0,2,c9b99e28690a4c51bed1a584db508e38,0
137,137,1,1,2,0,13.258816666700001,2,5000.0,2,1db91cbf565b82215eda3c828d9a0ae6,0
138,138,0,1,2,-1,14.3646166667,2,15.0,1,17cfaa654eca39090c20d7629cb9951e,1
139,139,1,0,2,1,5.66236666667,2,100.0,2,dab07b8d129c3be470d4b02eecc40e37,0
140,140,0,1,1,1,37.3352,2,1000.0,1,1fe442af79a0afa74344cedf1a3f5049,0
141,141,1,1,2,0,11.7253333333,2,1000.0,2,886668038291268fed5d5b2e90c4dbdb,0
142,142,1,1,1,1,36.1582833333,2,100.0,1,cb64db1df51036d2e52247e1fc1157af,0
143,143,1,1,2,1,1.69843333333,2,100.0,0,61fa885fa62532019b328c684c140c32,0
144,144,1,1,2,1,0.0,2,100.0,0,2df8f60ad9cabe546ff0ef78ffdd299c,0
145,145,1,1,0,0,10.7276333333,2,100.0,0,f7b52c1eda853574748b6119191981d9,0
146,146,1,0,2,1,6.39796666667,2,20.0,0,603c8be5f0a3ddc5eaddd0e7be359db7,1
147,147,1,0,2,1,23.1123833333,2,100.0,2,578e984f679687b5c2093d86aa278c36,0
148,148,1,1,2,1,5.1563,2,50.0,2,c7c908b11a1a2e47e8c074012186718b,0
149,149,0,1,1,1,0.0,7,500.0,0,29d7a1f2d8465c0d363b6f2a4ca1cf77,0
150,150,0,0,1,1,66.1361833333,2,50.0,0,4f6ed159278b6cd3f831e276cb935987,1
151,151,1,1,2,1,0.0,9,1000.0,2,2091eb1eff6be6a83b076b59393d05d3,1
152,152,1,2,2,-1,12.010333333299998,2,50.0,0,a59ff55b69f8ce2402b794eefaf15420,1
153,153,0,0,2,1,16.8276333333,2,400.0,0,c21bfe4fd5ca81322be77d7187183df9,0
154,154,1,1,1,0,14.9870666667,2,600.0,0,55915690310576815961f69ec5c1039d,0
155,155,0,0,2,1,0.0,2,50.0,0,57cd5a2816c6a1090f806d14f4711a5b,0
156,156,0,2,2,0,0.0,2,250.0,0,cbfb764959c40b752f5aa97970800b1b,0
157,157,1,2,2,-1,23.8886166667,2,100.0,0,690f2d2ea68b9a0d4b60b9e70023e59a,0
158,158,0,1,1,1,21.0226666667,2,100.0,2,151e20f8c6d33324779ebad4b1b0dc9c,0
159,159,0,1,2,-1,0.0,5,100.0,1,12533db2bb22f4eb45660d1fcac32ff6,0
160,160,1,1,2,1,9.10771666667,2,50.0,1,36a7ba903fcc3ed356276d5342bc933b,0
161,161,1,2,1,0,51.153733333299996,2,1000.0,0,8871353037d94930147ea553b51d4cfb,0
162,162,0,1,2,1,24.3033333333,2,100.0,0,c5886e0a615025b1c8e0ec12c273d913,0
163,163,1,0,2,-1,0.0,2,100.0,0,4af19dae16585734088b74cc2c952d74,1
164,164,1,1,1,0,52.4875833333,2,50.0,0,35573daf1177d3cf334c58cb1a8bbf57,1
165,165,1,1,2,1,0.0,2,100.0,0,a4e7c90fd853b2149bd47820edb1fb9b,0
166,166,1,1,2,-1,25.3853166667,5,1000.0,2,5d149426441131cfdd76b9dadf930b46,0
167,167,1,2,2,1,10.4762166667,2,500.0,0,91f69e2346d07c1651410166384bfab0,0
168,168,0,2,2,1,47.8611833333,2,500.0,0,d59e8bb550cee2f8c0e0c6cd0ad7efad,0
169,169,1,1,2,1,8.74941666667,2,200.0,0,7a08636c6a40dbbc1d61050811637b71,0
170,170,1,2,2,1,0.0,2,5000.0,1,d716b3068c89d8582a9ef4ae79af62d2,0
171,171,-1,0,2,1,7.67655,2,20.0,0,b22e4ebb48d61e9b4644f334e26668cb,1
172,172,-1,1,2,-1,24.267566666700002,2,20.0,0,bc542c0235354403a6546efcbef7ffc1,1
173,173,1,1,2,1,0.0,7,1000.0,0,643089434db1d9c67159b94a3043c0a8,0
174,174,0,1,2,-1,26.05505,2,1000.0,0,83edb5367f5752167295aafa0b8664c7,0
175,175,1,2,2,1,0.0,2,100.0,2,d432b3d2e2f641f4b9ca9242e53b55ea,0
176,176,1,2,2,-1,0.0,5,1000.0,0,e215e60142b20592cf1497f240af26df,0
177,177,1,2,0,1,34.4786,2,380.0,2,1e1518f4a8f8e3e1d3c7c16c470d1d09,0
178,178,0,0,1,1,8.54865,2,100.0,1,5f72c27c9d9bced1d73fcda3ebf90a6c,1
179,179,0,0,2,1,0.0,7,1000.0,0,e9374e08678c592d61c47a2ab4448c02,0
180,180,1,1,2,1,11.9244,5,200.0,2,c33438d1852111a0a8a508725f85e997,0
181,181,0,0,1,1,32.3406333333,2,50.0,0,f4c622b140806244fd07da74e74d607c,0
182,182,1,2,0,1,7.877483333330001,2,6000.0,2,9301ec27ef93b792f2b7a3aaa26145c7,0
183,183,1,1,2,-1,19.375216666700002,2,2000.0,0,a7db75b268e9b27b645a3f3d07bae34a,0
184,184,1,0,1,1,17.614383333299998,2,1000.0,0,01c752250b140708c71da7c40d29b04a,0
185,185,-1,0,2,-1,15.740983333299999,2,50.0,0,ed87d33cc61a7d0e3253cc618f670781,1
186,186,-1,1,2,1,6.2182,2,20.0,0,ee1209d1025e38c5ac9220ab5dfa6a01,0
187,187,1,1,2,-1,7.470733333330001,2,2500.0,1,8456a92623afc78ab085ebd70bf602f2,0
188,188,1,0,2,0,18.2090666667,2,20.0,2,1a8140376eff65d06388f9370a142b29,1
189,189,1,0,2,-1,8.14416666667,2,100.0,0,981db0b4529a85737cb8ff5129eec919,0
190,190,0,1,2,1,0.0,2,100.0,0,3d22da2529def30ca736181f78b15e03,0
191,191,1,1,2,1,0.0,2,510.0,0,098d0062fcd3e217e8ff6d31286cb10f,0
192,192,1,1,2,1,37.3674166667,2,1000.0,0,23f98f423e9052e85e85341cd7e2b919,0
193,193,1,0,2,-1,8.96128333333,2,50.0,0,11462d1c71cc7eedec549c4ec4883c27,1
194,194,1,1,2,-1,23.0887333333,3,19.96,2,e80be08b3b072099cbc47c2713926556,1
195,195,0,0,2,-1,12.137633333299998,2,100.0,0,94b93a1b4382f994d4a09d5730dca467,0
196,196,1,1,2,1,14.374666666700001,2,150.0,0,86d436373a03b578b749ca669a05e2c5,0
197,197,1,0,2,-1,36.546483333299996,2,500.0,2,8d0ce4d7290a8033257e458ee7dce763,0
198,198,0,0,2,-1,43.8711166667,2,125.0,1,4cadeb16263b5bfd9679978dae484bc1,0
199,199,0,1,0,1,42.4050333333,2,50.0,1,75aa1ea910b424c2d4179d91246378a4,0
200,200,1,0,1,1,6.82161666667,2,250.0,0,c4bf2c2846510e2fb33d414a372034f9,0
201,201,-1,1,2,-1,50.7996666667,2,5000.0,0,51acfbb640aaa495e66413ba8e5282bf,0
202,202,0,2,1,1,70.5603333333,2,46.0,0,6e2710b1df44cbcf2039ca96db9378fc,1
203,203,1,0,1,1,36.9008,2,50.0,0,ac25c79f4e48af7ee2333016f5614398,0
204,204,1,2,1,1,9.08895,2,200.0,0,b6ae676e71daef9bd4c5506e0052cf39,0
205,205,1,0,1,1,11.463966666700001,2,500.0,2,5e90b6272fac90a27e531ca5d7794e4d,0
206,206,1,0,2,-1,4.80111666667,2,500.0,0,2e03b494e3b9fa49a5b8f95fb2f979ec,0
207,207,1,0,2,1,11.0182,2,4.0,2,d39a9f2ae92927dbf89bb3e5cecea195,0
208,208,0,0,2,0,3.71231666667,5,100.0,2,56f89ee2e5b4df07279526ce80d21429,0
209,209,0,0,2,-1,41.6439166667,2,150.0,0,628037dc9030971560b2a12f537101cd,0
210,210,1,2,1,1,0.0,6,1.0,0,11a7826469746ad8270e6671da0906e0,0
211,211,1,1,2,1,6.147283333330001,2,10.0,2,d19281f5cc0b5c129de060d36df7592d,0
212,212,1,0,1,1,37.25715,2,100.0,2,e2263a077b397fad080f56557662c8d5,0
213,213,1,2,2,1,93.9634333333,2,100.0,2,52f4e7c5f9bc3d0584d01d779bd17550,0
214,214,0,0,1,1,1.3174833333299998,2,10.0,0,3ae997636a70f82a3b4362edd7603f64,0
215,215,1,0,2,-1,11.82005,2,20.0,1,ee2d435a8d496203ec2540fd0e45cf0c,1
216,216,0,2,2,-1,5.3421,2,500.0,1,ed57b62e1db6ac0ad7800fd13b7e5fb9,0
217,217,1,2,1,1,57.3807333333,2,15.0,0,47004ea1443a5b86bab1e6a06dc2ef6e,1
218,218,0,0,1,1,65.9774833333,2,35.46,0,548857364d61cfcdd898b00325a4c775,0
219,219,0,0,2,0,50.6065166667,2,10.0,2,b62068179167c3e4c0a3cc56a64bf151,1
220,220,0,0,2,1,5.27675,2,20.0,1,a20361ceb383e73142f87d8579212ebb,0
221,221,0,1,2,0,9.36736666667,2,2500.0,0,aac4aec35bce1026425efd4a2ccb702e,0
222,222,1,2,1,1,8.63416666667,2,22.0,1,e4e4df5a89f66609f2f6bc2eb6f23e0d,1
223,223,0,1,2,-1,0.916416666667,2,50.0,1,496405b23916e8aa4234368525045627,1
224,224,0,1,1,-1,21.672933333299998,2,10.0,2,a4cd09ad94fb73d9942f56df79145521,1
225,225,1,1,2,1,13.0069,2,100.0,0,4016b19e63af23d6dc3af6aad6b92a2a,0
226,226,1,2,2,1,0.0,2,75.0,0,828c5c7e00ee66db68a1c7f116a3072b,1
227,227,1,0,2,0,0.0,2,2000.0,0,691c646830e93e1a69dd93abc4a66cb1,0
228,228,1,3,2,1,0.0,2,1000.0,0,4ac769e84468560f9eaa8f1fb338c036,0
229,229,1,1,2,1,0.0,2,750.0,2,1d8a78ee4f2a047d7bdf3cebd4423126,0
230,230,1,2,2,-1,37.1619,9,1000.0,1,dbb83726163affbaf7322c55b8eeea91,0
231,231,0,2,1,1,45.0205666667,2,1500.0,0,82e40f8476f1c99246119dcabfe1245e,0
232,232,1,0,2,1,5.0105,2,200.0,0,9eb060007c4360b04eebd45df5c22f21,0
233,233,1,1,1,1,28.5505666667,2,100.0,2,89ed082703f505efcb79d0d01e0caf53,1
234,234,1,0,2,-1,15.3295,2,1500.0,1,fd513779778051da73b91083d38ad8fd,0
235,235,0,1,2,-1,6.74286666667,2,10.0,2,397949a6dcc2970654ff9e1798bf7a4c,1
236,236,1,0,2,1,161.8586,2,75.0,2,761df77dfe49e5ec9dbd576d4973ae06,1
237,237,1,0,2,0,0.0,7,500.0,2,aade78479fee082bda95ee2378ce1a08,0
238,238,1,1,2,0,0.0,2,100.0,2,fd0fab649e0d65d7473358dff7333cd2,0
239,239,-1,1,2,0,3.15308333333,2,100.0,0,6f41570f0bbd27640a2620aa4ac2c048,1
240,240,1,1,2,-1,18.8967166667,2,1500.0,0,35c812259b2beb1f01966bcf5d8f0dff,0
241,241,1,2,2,1,0.0,2,200.0,2,56049016e7e3bb7bb51c73a04c0ac121,0
242,242,1,1,2,-1,0.0,2,40.0,2,e44caeb08ffc9b74690c47452f203988,1
243,243,-1,2,2,-1,84.5086666667,5,3000.0,2,c743758b48d4dd3fa8ec76ec9d8ba59c,0
244,244,1,0,2,1,17.1140166667,2,100.0,1,8a1054e5380309f287c510fb03a2b716,0
245,245,1,2,2,-1,51.9320333333,2,20.0,0,117613a6505faabcb756dd50cab090c1,1
246,246,1,1,2,1,12.4612,2,50.0,2,a476b435341441723f0942600ea42986,1
247,247,1,0,1,1,44.2365833333,2,1000.0,2,55a8904752355fba3547434c05438690,0
248,248,1,0,2,0,20.4858166667,2,500.0,0,2980c8174864d71834180613f1345be4,1
249,249,1,1,2,1,43.9499666667,2,50.0,2,e4691694589fa6b308b3efb0933462d8,0
250,250,1,1,2,-1,31.3847833333,2,1000.0,0,45f88742a2286e501fcc6080c9262ba4,0
251,251,1,1,1,1,9.8177,5,500.0,0,b714f57c7ba1361119f2719163bba548,0
252,252,1,1,2,-1,5.686866666669999,2,1000.0,2,224a5a89d852aa75396853e5ea66c6cc,0
253,253,0,0,2,1,5.4148,2,10.0,0,e20ba78cbe38dc7238141504f6c701c8,1
254,254,1,1,1,1,188.433916667,2,525.0,2,d9eae065eb57bf6bd69bd13b7660a50b,0
255,255,1,1,2,1,61.477266666700004,2,500.0,0,6be4c39e73a02f3eb9dc62e2cb325850,0
256,256,1,0,1,1,35.9722166667,2,262.0,0,c35c71450a6ed7d421ff2ae4fc4657ef,0
257,257,1,1,2,-1,0.0,2,2800.0,0,cde9fba90443c181be7561b6d47abccc,0
258,258,0,2,2,1,10.2715833333,2,100.0,0,b63bb58175fc4a688909f9f25bf065c7,0
259,259,1,2,0,1,280.35591666700003,2,1000.0,0,ce9412ab6ad46b25cb36af01694d5ec8,0
260,260,0,1,2,0,25.3455,2,75.0,2,dd82650a077d2544d766355bb2be06b9,0
261,261,1,1,2,1,0.0,2,3000.0,2,ec19fdf9984c1084032985372ebb837a,0
262,262,1,0,2,1,0.0,2,100.0,0,a618988e0e636b1ffa944a57d3f31576,0
263,263,1,2,1,1,35.745983333299996,2,50.0,0,eeb7f99fef55fd438961b1f062cd1409,0
264,264,1,0,2,-1,21.9213833333,2,30.0,0,fb36108ae3e5818ea3f172bd7ee3cef2,0
265,265,1,2,1,1,5.31808333333,5,500.0,2,59328fa73887bf55dcf52db400cb92c8,0
266,266,0,1,2,0,19.83745,5,100.0,2,11b7c5740b583dc848aea7c798b97834,0
267,267,1,1,2,1,0.0,2,1000.0,0,0db820f75e0713c697739db2c6f29185,0
268,268,-1,1,2,1,16.5970833333,2,20.0,0,ddb0b1458e3ae4f0e5c6bc2877290117,1
269,269,1,1,2,-1,10.16385,2,1000.0,1,9312f4b0c510c626a3bca8d7c34ddb6e,0
270,270,1,2,1,1,31.9612333333,2,1000.0,2,3871c0830792456b17c1c46703201643,0
271,271,1,1,2,1,29.548683333299998,2,25.0,1,93e5b0a6f739c26a2614599fcbf315bc,1
272,272,1,2,2,1,13.26255,2,500.0,0,1b126311ff72d0932cb2d479dac53033,1
273,273,0,1,2,-1,234.14493333299998,2,1400.0,2,16784ce520f10dffe802479b4f774205,0
